관리번호,수목명,수목구분,수목유형,식재일,관리기관전화번호,관리기관명,데이터기준일자,공원명,공원관리번호,도로명주소,지번주소,수목위치,수목위도,수목경도,흉고직경,근원직경,수령,보호덮개,보호틀,뿌리융기여부,통기,지장물,수목사진,기타사진
11230-00012-0217,목련,공원수,교목,2013-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,7시,37.56731415,127.073967,0.08,0.1,14,,,N,N,,02-11230-00012-0217-01.jpg,02-11230-00012-0217-02.jpg
11230-00012-0218,목련,공원수,교목,2012-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,7시,37.56732178,127.0740204,0.09,0.12,15,,,N,N,,02-11230-00012-0218-01.jpg,02-11230-00012-0218-02.jpg
11230-00012-0219,단풍나무,공원수,교목,1980-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,7시,37.56681824,127.0734406,0.2,0.22,47,,,N,N,,02-11230-00012-0219-01.jpg,02-11230-00012-0219-02.jpg
11230-00012-0220,감나무,공원수,교목,2022-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,7시,37.56727219,127.0739365,0.02,0.06,3,,,N,N,,02-11230-00012-0220-01.jpg,02-11230-00012-0220-02.jpg
11230-00012-0221,감나무,공원수,교목,2022-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,7시,37.5672493,127.0739441,0.03,0.08,4,,,N,N,,02-11230-00012-0221-01.jpg,02-11230-00012-0221-02.jpg
11230-00012-0222,잣나무,공원수,교목,2011-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,2시,37.56755868,127.0745494,0.1,0.14,16,,,N,N,,02-11230-00012-0222-01.jpg,02-11230-00012-0222-02.jpg
11230-00012-0223,감나무,공원수,교목,2022-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,7시,37.56724167,127.0739975,0.03,0.07,4,,,N,N,,02-11230-00012-0223-01.jpg,02-11230-00012-0223-02.jpg
11230-00012-0224,팥배나무,공원수,교목,2015-04-03,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,7시,37.567276,127.0740128,0.07,0.16,12,,,N,N,,02-11230-00012-0224-01.jpg,02-11230-00012-0224-02.jpg
11230-00012-0225,산수유,공원수,교목,2011-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,7시,37.56731033,127.0740509,0.04,0.05,16,,,N,N,,02-11230-00012-0225-01.jpg,02-11230-00012-0225-02.jpg
11230-00012-0226,산수유,공원수,교목,2015-04-03,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,7시,37.56734085,127.0740738,0.03,0.05,12,,,N,N,,02-11230-00012-0226-01.jpg,02-11230-00012-0226-02.jpg
11230-00012-0227,벚나무,공원수,교목,2005-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,7시,37.56735992,127.0740891,0.18,0.23,22,,,N,N,,02-11230-00012-0227-01.jpg,02-11230-00012-0227-02.jpg
11230-00012-0228,산딸나무,공원수,교목,2022-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,7시,37.56724548,127.0740433,0.02,0.04,4,,,N,N,,02-11230-00012-0228-01.jpg,02-11230-00012-0228-02.jpg
11230-00012-0229,산딸나무,공원수,교목,2022-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,7시,37.56721878,127.0740585,0.01,0.04,2,,,N,N,,02-11230-00012-0229-01.jpg,02-11230-00012-0229-02.jpg
11230-00012-0230,감나무,공원수,교목,2022-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,7시,37.56722641,127.0740891,0.04,0.05,5,,,N,N,,02-11230-00012-0230-01.jpg,02-11230-00012-0230-02.jpg
11230-00012-0231,감나무,공원수,교목,2022-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,6시,37.56719208,127.0741272,0.02,0.04,3,,,N,N,,02-11230-00012-0231-01.jpg,02-11230-00012-0231-02.jpg
11230-00012-0232,단풍나무,공원수,교목,2010-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,7시,37.56726456,127.0740814,0.07,0.16,17,,,N,N,,02-11230-00012-0232-01.jpg,02-11230-00012-0232-02.jpg
11230-00012-0233,단풍나무,공원수,교목,2003-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,7시,37.56728363,127.0740814,0.1,0.14,24,,,N,N,,02-11230-00012-0233-01.jpg,02-11230-00012-0233-02.jpg
11230-00012-0234,산딸나무,공원수,교목,2020-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,7시,37.5673027,127.0741043,0.04,0.05,7,,,N,N,,02-11230-00012-0234-01.jpg,02-11230-00012-0234-02.jpg
11230-00012-0235,감나무,공원수,교목,2022-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,6시,37.56723785,127.0741577,0.03,0.06,4,,,N,N,,02-11230-00012-0235-01.jpg,02-11230-00012-0235-02.jpg
11230-00012-0236,느티나무,공원수,교목,1985-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,6시,37.56719971,127.0742035,0.34,0.65,42,,,N,N,,02-11230-00012-0236-01.jpg,02-11230-00012-0236-02.jpg
11230-00012-0237,잣나무,공원수,교목,1997-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,2시,37.56755762,127.0745693,0.19,0.25,30,,,N,N,,02-11230-00012-0237-01.jpg,02-11230-00012-0237-02.jpg
11230-00012-0238,잣나무,공원수,교목,2011-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,2시,37.56758351,127.0745931,0.1,0.16,16,,,N,N,,02-11230-00012-0238-01.jpg,02-11230-00012-0238-02.jpg
11230-00012-0239,잣나무,공원수,교목,2007-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,2시,37.56760085,127.0745975,0.13,0.19,20,,,N,N,,02-11230-00012-0239-01.jpg,02-11230-00012-0239-02.jpg
11230-00012-0240,잣나무,공원수,교목,2011-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,2시,37.56761528,127.0745707,0.1,0.14,16,,,N,N,,02-11230-00012-0240-01.jpg,02-11230-00012-0240-02.jpg
11230-00012-0241,잣나무,공원수,교목,1994-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,2시,37.56762901,127.0745761,0.21,0.27,33,,,N,N,,02-11230-00012-0241-01.jpg,02-11230-00012-0241-02.jpg
11230-00012-0242,잣나무,공원수,교목,2010-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,2시,37.5676513,127.0746059,0.11,0.18,17,,,N,N,,02-11230-00012-0242-01.jpg,02-11230-00012-0242-02.jpg
11230-00012-0243,잣나무,공원수,교목,1993-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,2시,37.56769719,127.0746158,0.22,0.29,34,,,N,N,,02-11230-00012-0243-01.jpg,02-11230-00012-0243-02.jpg
11230-00012-0244,잣나무,공원수,교목,1994-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,2시,37.56773755,127.0746269,0.21,0.27,33,,,N,N,,02-11230-00012-0244-01.jpg,02-11230-00012-0244-02.jpg
11230-00012-0245,잣나무,공원수,교목,1997-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,2시,37.56774879,127.0746642,0.19,0.25,30,,,N,N,,02-11230-00012-0245-01.jpg,02-11230-00012-0245-02.jpg
11230-00012-0246,잣나무,공원수,교목,2005-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,2시,37.56773933,127.0746687,0.14,0.19,22,,,N,N,,02-11230-00012-0246-01.jpg,02-11230-00012-0246-02.jpg
11230-00012-0247,잣나무,공원수,교목,1994-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,2시,37.56773845,127.0746957,0.21,0.27,33,,,N,N,,02-11230-00012-0247-01.jpg,02-11230-00012-0247-02.jpg
11230-00012-0248,잣나무,공원수,교목,2005-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,2시,37.56779792,127.074701,0.14,0.19,22,,,N,N,,02-11230-00012-0248-01.jpg,02-11230-00012-0248-02.jpg
11230-00012-0249,잣나무,공원수,교목,1997-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,2시,37.56780767,127.0746933,0.19,0.25,30,,,N,N,,02-11230-00012-0249-01.jpg,02-11230-00012-0249-02.jpg
11230-00012-0250,느릅나무,공원수,교목,2022-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,2시,37.56781049,127.074747,0.03,0.04,4,,,N,N,,02-11230-00012-0250-01.jpg,02-11230-00012-0250-02.jpg
11230-00012-0251,벚나무,공원수,교목,1980-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,4시,37.56734848,127.0745087,0.39,0.35,47,,,N,N,,02-11230-00012-0251-01.jpg,02-11230-00012-0251-02.jpg
11230-00012-0252,잣나무,공원수,교목,2000-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,4시,37.567379,127.0744781,0.17,0.22,27,,,N,N,,02-11230-00012-0252-01.jpg,02-11230-00012-0252-02.jpg
11230-00012-0253,산딸나무,공원수,교목,2016-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,4시,37.5674057,127.0744476,0.06,0.12,11,,,N,N,,02-11230-00012-0253-01.jpg,02-11230-00012-0253-02.jpg
11230-00012-0254,소나무,공원수,교목,2006-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,4시,37.56741714,127.0744171,0.11,0.19,21,,,N,N,,02-11230-00012-0254-01.jpg,02-11230-00012-0254-02.jpg
11230-00012-0255,잣나무,공원수,교목,2019-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,4시,37.56735229,127.0744781,0.05,0.12,8,,,N,N,,02-11230-00012-0255-01.jpg,02-11230-00012-0255-02.jpg
11230-00012-0256,잣나무,공원수,교목,1987-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,4시,37.56734085,127.0744629,0.26,0.3,40,,,N,N,,02-11230-00012-0256-01.jpg,02-11230-00012-0256-02.jpg
11230-00012-0257,벚나무,공원수,교목,1988-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,4시,37.56731796,127.0744858,0.32,0.39,39,,,N,N,,02-11230-00012-0257-01.jpg,02-11230-00012-0257-02.jpg
11230-00012-0258,벚나무,공원수,교목,1991-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,4시,37.56727982,127.0744705,0.3,0.36,36,,,N,N,,02-11230-00012-0258-01.jpg,02-11230-00012-0258-02.jpg
11230-00012-0259,목련,공원수,교목,2015-04-03,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,4시,37.56721497,127.0744324,0.07,0.11,12,,,N,N,,02-11230-00012-0259-01.jpg,02-11230-00012-0259-02.jpg
11230-00012-0260,잣나무,공원수,교목,2002-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,4시,37.56733322,127.0744553,0.16,0.21,25,,,N,N,,02-11230-00012-0260-01.jpg,02-11230-00012-0260-02.jpg
11230-00012-0261,잣나무,공원수,교목,2003-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,4시,37.56732559,127.0744476,0.15,0.18,24,,,N,N,,02-11230-00012-0261-01.jpg,02-11230-00012-0261-02.jpg
11230-00012-0262,잣나무,공원수,교목,2005-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,4시,37.56731415,127.07444,0.14,0.18,22,,,N,N,,02-11230-00012-0262-01.jpg,02-11230-00012-0262-02.jpg
11230-00012-0263,잣나무,공원수,교목,2014-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,4시,37.56729889,127.0744324,0.08,0.12,13,,,N,N,,02-11230-00012-0263-01.jpg,02-11230-00012-0263-02.jpg
11230-00012-0264,벚나무,공원수,교목,1981-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,3시,37.56743612,127.0745242,0.38,0.51,46,,,N,N,,02-11230-00012-0264-01.jpg,02-11230-00012-0264-02.jpg
11230-00012-0265,잣나무,공원수,교목,2000-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,6시,37.56728363,127.0744247,0.17,0.24,27,,,N,N,,02-11230-00012-0265-01.jpg,02-11230-00012-0265-02.jpg
11230-00012-0266,잣나무,공원수,교목,1973-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,12시,37.56794739,127.0742264,0.35,0.42,54,,,N,N,,02-11230-00012-0266-01.jpg,02-11230-00012-0266-02.jpg
11230-00012-0267,잣나무,공원수,교목,2008-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,4시,37.56726837,127.0744171,0.12,0.15,19,,,N,N,,02-11230-00012-0267-01.jpg,02-11230-00012-0267-02.jpg
11230-00012-0268,감나무,공원수,교목,2022-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,12시,37.5679512,127.0742111,0.03,0.07,4,,,N,N,,02-11230-00012-0268-01.jpg,02-11230-00012-0268-02.jpg
11230-00012-0269,목련,공원수,교목,2007-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,12시,37.56797409,127.0742416,0.12,0.13,20,,,N,N,,02-11230-00012-0269-01.jpg,02-11230-00012-0269-02.jpg
11230-00012-0270,목련,공원수,교목,2005-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,12시,37.56797791,127.0742493,0.13,0.18,22,,,N,N,,02-11230-00012-0270-01.jpg,02-11230-00012-0270-02.jpg
11230-00012-0271,목련,공원수,교목,2008-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,12시,37.56796646,127.0742493,0.11,0.13,19,,,N,N,,02-11230-00012-0271-01.jpg,02-11230-00012-0271-02.jpg
11230-00012-0272,잣나무,공원수,교목,2005-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,4시,37.56723404,127.0744019,0.14,0.18,22,,,N,N,,02-11230-00012-0272-01.jpg,02-11230-00012-0272-02.jpg
11230-00012-0273,잣나무,공원수,교목,2008-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,12시,37.567173,127.0743866,0.12,0.18,19,,,N,N,,02-11230-00012-0273-01.jpg,02-11230-00012-0273-02.jpg
11230-00012-0274,잣나무,공원수,교목,2000-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,4시,37.56720352,127.0744095,0.17,0.22,27,,,N,N,,02-11230-00012-0274-01.jpg,02-11230-00012-0274-02.jpg
11230-00012-0275,느티나무,공원수,교목,2003-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,4시,37.56718445,127.0743484,0.19,0.29,24,,,N,N,,02-11230-00012-0275-01.jpg,02-11230-00012-0275-02.jpg
11230-00012-0276,느티나무,공원수,교목,1969-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,4시,37.56716537,127.0743256,0.47,1.02,58,,,Y,N,전깃줄,02-11230-00012-0276-01.jpg,02-11230-00012-0276-02.jpg
11230-00012-0277,벚나무,공원수,교목,1988-04-06,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,3시,37.56748676,127.0745922,0.32,0.41,39,,,N,N,,02-11230-00012-0277-01.jpg,02-11230-00012-0277-02.jpg
11230-00012-0278,산딸나무,공원수,교목,2014-04-04,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,4시,37.56738663,127.0744476,0.07,0.13,13,,,N,N,,02-11230-00012-0278-01.jpg,02-11230-00012-0278-02.jpg
11230-00012-0279,벚나무,공원수,교목,2007-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,3시,37.56753957,127.0746114,0.16,0.22,20,,,N,N,,02-11230-00012-0279-01.jpg,02-11230-00012-0279-02.jpg
11230-00012-0280,산딸나무,공원수,교목,2016-04-05,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,4시,37.56738281,127.0744171,0.06,0.14,11,,,N,N,,02-11230-00012-0280-01.jpg,02-11230-00012-0280-02.jpg
11230-00012-0281,단풍나무,공원수,교목,2003-04-07,02-2127-4319,서울특별시 동대문구청,2022-12-12,장평근린공원,11230-00012,,서울특별시 동대문구 장안동 356,4시,37.56734085,127.0744171,0.1,0.19,24,,,N,N,,02-11230-00012-0281-01.jpg,02-11230-00012-0281-02.jpg
